Kernel,Gamma,Degree,Coef0,MSE,PSNR
linear,1e-06,2,10,0.31205661635024995,4.7413375035680305
linear,1e-06,3,0,0.31205661635024995,4.7413375035680305
linear,1e-06,3,1,0.31205661635024995,4.7413375035680305
linear,1e-06,3,10,0.31205661635024995,4.7413375035680305
linear,1e-06,4,0,0.31205661635024995,4.7413375035680305
linear,1e-06,4,1,0.31205661635024995,4.7413375035680305
linear,1e-06,4,10,0.31205661635024995,4.7413375035680305
linear,1e-06,5,0,0.31205661635024995,4.7413375035680305
linear,1e-06,5,1,0.31205661635024995,4.7413375035680305
linear,1e-06,5,10,0.31205661635024995,4.7413375035680305
linear,1e-06,6,0,0.31205661635024995,4.7413375035680305
linear,1e-06,6,1,0.31205661635024995,4.7413375035680305
linear,1e-06,6,10,0.31205661635024995,4.7413375035680305
rbf,0.001,2,0,0.006761152009758745,21.383464452478712
rbf,0.001,2,1,0.006761152009758745,21.383464452478712
rbf,0.001,2,10,0.006761152009758745,21.383464452478712
rbf,0.001,3,0,0.006761152009758745,21.383464452478712
rbf,0.001,3,1,0.006761152009758745,21.383464452478712
rbf,0.001,3,10,0.006761152009758745,21.383464452478712
rbf,0.001,4,0,0.006761152009758745,21.383464452478712
rbf,0.001,4,1,0.006761152009758745,21.383464452478712
rbf,0.001,4,10,0.006761152009758745,21.383464452478712
rbf,0.001,5,0,0.006761152009758745,21.383464452478712
rbf,0.001,5,1,0.006761152009758745,21.383464452478712
rbf,0.001,5,10,0.006761152009758745,21.383464452478712
rbf,0.001,6,0,0.006761152009758745,21.383464452478712
rbf,0.001,6,1,0.006761152009758745,21.383464452478712
rbf,0.001,6,10,0.006761152009758745,21.383464452478712
rbf,0.0001,2,0,0.015279804445166956,17.842493493943728
rbf,0.0001,2,1,0.015279804445166956,17.842493493943728
rbf,0.0001,2,10,0.015279804445166956,17.842493493943728
rbf,0.0001,3,0,0.015279804445166956,17.842493493943728
rbf,0.0001,3,1,0.015279804445166956,17.842493493943728
rbf,0.0001,3,10,0.015279804445166956,17.842493493943728
rbf,0.0001,4,0,0.015279804445166956,17.842493493943728
rbf,0.0001,4,1,0.015279804445166956,17.842493493943728
rbf,0.0001,4,10,0.015279804445166956,17.842493493943728
rbf,0.0001,5,0,0.015279804445166956,17.842493493943728
rbf,0.0001,5,1,0.015279804445166956,17.842493493943728
rbf,0.0001,5,10,0.015279804445166956,17.842493493943728
rbf,0.0001,6,0,0.015279804445166956,17.842493493943728
rbf,0.0001,6,1,0.015279804445166956,17.842493493943728
rbf,0.0001,6,10,0.015279804445166956,17.842493493943728
rbf,1e-05,2,0,0.01566259189269787,17.735035134351765
rbf,1e-05,2,1,0.01566259189269787,17.735035134351765
rbf,1e-05,2,10,0.01566259189269787,17.735035134351765
rbf,1e-05,3,0,0.01566259189269787,17.735035134351765
rbf,1e-05,3,1,0.01566259189269787,17.735035134351765
rbf,1e-05,3,10,0.01566259189269787,17.735035134351765
rbf,1e-05,4,0,0.01566259189269787,17.735035134351765
rbf,1e-05,4,1,0.01566259189269787,17.735035134351765
rbf,1e-05,4,10,0.01566259189269787,17.735035134351765
rbf,1e-05,5,0,0.01566259189269787,17.735035134351765
rbf,1e-05,5,1,0.01566259189269787,17.735035134351765
rbf,1e-05,5,10,0.01566259189269787,17.735035134351765
rbf,1e-05,6,0,0.01566259189269787,17.735035134351765
rbf,1e-05,6,1,0.01566259189269787,17.735035134351765
rbf,1e-05,6,10,0.01566259189269787,17.735035134351765
rbf,1e-06,2,0,0.01566663061060139,17.73391541750658
rbf,1e-06,2,1,0.01566663061060139,17.73391541750658
rbf,1e-06,2,10,0.01566663061060139,17.73391541750658
rbf,1e-06,3,0,0.01566663061060139,17.73391541750658
rbf,1e-06,3,1,0.01566663061060139,17.73391541750658
rbf,1e-06,3,10,0.01566663061060139,17.73391541750658
rbf,1e-06,4,0,0.01566663061060139,17.73391541750658
rbf,1e-06,4,1,0.01566663061060139,17.73391541750658
rbf,1e-06,4,10,0.01566663061060139,17.73391541750658
rbf,1e-06,5,0,0.01566663061060139,17.73391541750658
rbf,1e-06,5,1,0.01566663061060139,17.73391541750658
rbf,1e-06,5,10,0.01566663061060139,17.73391541750658
rbf,1e-06,6,0,0.01566663061060139,17.73391541750658
rbf,1e-06,6,1,0.01566663061060139,17.73391541750658
rbf,1e-06,6,10,0.01566663061060139,17.73391541750658
poly,0.001,2,0,0.41883359004500065,3.463256410611259
poly,0.001,2,1,0.004127681695361297,23.526609460051553
poly,0.001,2,10,0.0020567874043879845,26.551777414020354
poly,0.001,3,0,0.4191966688664827,3.4594932257654865
poly,0.001,3,1,0.002251432265349398,26.159082597720726
poly,0.001,3,10,0.001679609559321096,27.43158807743816
poly,0.001,4,0,0.4191975125590807,3.4594844849834576
poly,0.001,4,1,0.002048735638616809,26.568812232194297
poly,0.001,4,10,0.004077457266047327,23.57977727362489
poly,0.001,5,0,0.4191975724128952,3.4594838648896182
poly,0.001,5,1,0.0018401573544802692,27.035121837200062
poly,0.001,5,10,0.00410828424855156,23.547066610424253
poly,0.001,6,0,0.41919757319403644,3.4594838567968873
poly,0.001,6,1,0.001888293527039165,26.92297641054847
poly,0.001,6,10,0.00410828583623875,23.547064932050482
poly,0.0001,2,0,0.41919758620619085,3.45948372198917
poly,0.0001,2,1,0.015180536333377485,17.87080029859672
poly,0.0001,2,10,0.00633643893059369,21.665218918810474
poly,0.0001,3,0,0.41919758657063033,3.4594837182135265
poly,0.0001,3,1,0.014416631178614693,18.09503357437103
poly,0.0001,3,10,0.0020734106568762165,26.516818190744953
poly,0.0001,4,0,0.41919758657063033,3.4594837182135265
poly,0.0001,4,1,0.013271673631292237,18.45441452209101
poly,0.0001,4,10,0.0017601419211816169,27.228194588365
poly,0.0001,5,0,0.41919758657063033,3.4594837182135265
poly,0.0001,5,1,0.011875185678478275,18.93726736549992
poly,0.0001,5,10,0.0038026235182648397,23.882838155852454
poly,0.0001,6,0,0.41919758657063033,3.4594837182135265
poly,0.0001,6,1,0.010431139712773036,19.500353831555536
poly,0.0001,6,10,0.004108178485139403,23.54717841636259
poly,1e-05,2,0,0.41919758657063,3.45948371821353
poly,1e-05,2,1,0.015662484276262222,17.73506497448618
poly,1e-05,2,10,0.015269153160483953,17.845521940550757
poly,1e-05,3,0,0.41919758657063033,3.4594837182135265
poly,1e-05,3,1,0.015657026239681265,17.736578660462797
poly,1e-05,3,10,0.004549464995119686,23.104068176644255
poly,1e-05,4,0,0.41919758657063033,3.4594837182135265
poly,1e-05,4,1,0.0156491226238268,17.73877151838382
poly,1e-05,4,10,0.002083035940676537,26.496703821340553
poly,1e-05,5,0,0.41919758657063033,3.4594837182135265
poly,1e-05,5,1,0.015638618829005677,17.74168751045574
poly,1e-05,5,10,0.001906953571641304,26.88027025996494
poly,1e-05,6,0,0.41919758657063033,3.4594837182135265
poly,1e-05,6,1,0.015625358866484706,17.74537144917556
poly,1e-05,6,10,0.003001100485467317,24.91086608362689
poly,1e-06,2,0,0.41919758657063033,3.4594837182135265
poly,1e-06,2,1,0.0156666305053035,17.733915446696194
poly,1e-06,2,10,0.015660261730531377,17.73568129295844
poly,1e-06,3,0,0.41919758657063033,3.4594837182135265
poly,1e-06,3,1,0.015666579043595,17.733929712413847
poly,1e-06,3,10,0.014814643214638453,17.976759487564166
poly,1e-06,4,0,0.41919758657063033,3.4594837182135265
poly,1e-06,4,1,0.015666506737274287,17.733949756552693
poly,1e-06,4,10,0.003599910314057209,24.120754643006066
poly,1e-06,5,0,0.41919758657063033,3.4594837182135265
poly,1e-06,5,1,0.01566641343587445,17.73397562090423
poly,1e-06,5,10,0.0020883410301683154,26.485657241994886
poly,1e-06,6,0,0.41919758657063033,3.4594837182135265
poly,1e-06,6,1,0.01566629898859581,17.734007347376494
poly,1e-06,6,10,0.002026806148858939,26.615549322889194
cosine,0.001,2,0,0.14913016395157314,7.948016501420268
cosine,0.001,2,1,0.14913016395157314,7.948016501420268
cosine,0.001,2,10,0.14913016395157314,7.948016501420268
cosine,0.001,3,0,0.14913016395157314,7.948016501420268
cosine,0.001,3,1,0.14913016395157314,7.948016501420268
cosine,0.001,3,10,0.14913016395157314,7.948016501420268
cosine,0.001,4,0,0.14913016395157314,7.948016501420268
cosine,0.001,4,1,0.14913016395157314,7.948016501420268
cosine,0.001,4,10,0.14913016395157314,7.948016501420268
cosine,0.001,5,0,0.14913016395157314,7.948016501420268
cosine,0.001,5,1,0.14913016395157314,7.948016501420268
cosine,0.001,5,10,0.14913016395157314,7.948016501420268
cosine,0.001,6,0,0.14913016395157314,7.948016501420268
cosine,0.001,6,1,0.14913016395157314,7.948016501420268
cosine,0.001,6,10,0.14913016395157314,7.948016501420268
cosine,0.0001,2,0,0.14913016395157314,7.948016501420268
cosine,0.0001,2,1,0.14913016395157314,7.948016501420268
cosine,0.0001,2,10,0.14913016395157314,7.948016501420268
cosine,0.0001,3,0,0.14913016395157314,7.948016501420268
cosine,0.0001,3,1,0.14913016395157314,7.948016501420268
cosine,0.0001,3,10,0.14913016395157314,7.948016501420268
cosine,0.0001,4,0,0.14913016395157314,7.948016501420268
cosine,0.0001,4,1,0.14913016395157314,7.948016501420268
cosine,0.0001,4,10,0.14913016395157314,7.948016501420268
cosine,0.0001,5,0,0.14913016395157314,7.948016501420268
cosine,0.0001,5,1,0.14913016395157314,7.948016501420268
cosine,0.0001,5,10,0.14913016395157314,7.948016501420268
cosine,0.0001,6,0,0.14913016395157314,7.948016501420268
cosine,0.0001,6,1,0.14913016395157314,7.948016501420268
cosine,0.0001,6,10,0.14913016395157314,7.948016501420268
cosine,1e-05,2,0,0.14913016395157314,7.948016501420268
cosine,1e-05,2,1,0.14913016395157314,7.948016501420268
cosine,1e-05,2,10,0.14913016395157314,7.948016501420268
cosine,1e-05,3,0,0.14913016395157314,7.948016501420268
cosine,1e-05,3,1,0.14913016395157314,7.948016501420268
cosine,1e-05,3,10,0.14913016395157314,7.948016501420268
cosine,1e-05,4,0,0.14913016395157314,7.948016501420268
cosine,1e-05,4,1,0.14913016395157314,7.948016501420268
cosine,1e-05,4,10,0.14913016395157314,7.948016501420268
cosine,1e-05,5,0,0.14913016395157314,7.948016501420268
cosine,1e-05,5,1,0.14913016395157314,7.948016501420268
cosine,1e-05,5,10,0.14913016395157314,7.948016501420268
cosine,1e-05,6,0,0.14913016395157314,7.948016501420268
cosine,1e-05,6,1,0.14913016395157314,7.948016501420268
cosine,1e-05,6,10,0.14913016395157314,7.948016501420268
cosine,1e-06,2,0,0.14913016395157314,7.948016501420268
cosine,1e-06,2,1,0.14913016395157314,7.948016501420268
cosine,1e-06,2,10,0.14913016395157314,7.948016501420268
cosine,1e-06,3,0,0.14913016395157314,7.948016501420268
cosine,1e-06,3,1,0.14913016395157314,7.948016501420268
cosine,1e-06,3,10,0.14913016395157314,7.948016501420268
cosine,1e-06,4,0,0.14913016395157314,7.948016501420268
cosine,1e-06,4,1,0.14913016395157314,7.948016501420268
cosine,1e-06,4,10,0.14913016395157314,7.948016501420268
cosine,1e-06,5,0,0.14913016395157314,7.948016501420268
cosine,1e-06,5,1,0.14913016395157314,7.948016501420268
cosine,1e-06,5,10,0.14913016395157314,7.948016501420268
cosine,1e-06,6,0,0.14913016395157314,7.948016501420268
cosine,1e-06,6,1,0.14913016395157314,7.948016501420268
cosine,1e-06,6,10,0.14913016395157314,7.948016501420268
sigmoid,0.001,2,0,0.41959741850556787,3.455343378437229
sigmoid,0.001,2,1,0.01564430410470649,17.740108959821338
sigmoid,0.001,2,10,0.01566667149503193,17.733904083953213
sigmoid,0.001,3,0,0.41959741850556787,3.455343378437229
sigmoid,0.001,3,1,0.01564430410470649,17.740108959821338
sigmoid,0.001,3,10,0.01566667149503193,17.733904083953213
sigmoid,0.001,4,0,0.41959741850556787,3.455343378437229
sigmoid,0.001,4,1,0.01564430410470649,17.740108959821338
sigmoid,0.001,4,10,0.01566667149503193,17.733904083953213
sigmoid,0.001,5,0,0.41959741850556787,3.455343378437229
sigmoid,0.001,5,1,0.01564430410470649,17.740108959821338
sigmoid,0.001,5,10,0.01566667149503193,17.733904083953213
sigmoid,0.001,6,0,0.41959741850556787,3.455343378437229
sigmoid,0.001,6,1,0.01564430410470649,17.740108959821338
sigmoid,0.001,6,10,0.01566667149503193,17.733904083953213
sigmoid,0.0001,2,0,0.4185346474298465,3.466357295690786
sigmoid,0.0001,2,1,0.015655435645978953,17.73701988164239
sigmoid,0.0001,2,10,0.01566667149503193,17.733904083953213
sigmoid,0.0001,3,0,0.4185346474298465,3.466357295690786
sigmoid,0.0001,3,1,0.015655435645978953,17.73701988164239
sigmoid,0.0001,3,10,0.01566667149503193,17.733904083953213
sigmoid,0.0001,4,0,0.4185346474298465,3.466357295690786
sigmoid,0.0001,4,1,0.015655435645978953,17.73701988164239
sigmoid,0.0001,4,10,0.01566667149503193,17.733904083953213
sigmoid,0.0001,5,0,0.4185346474298465,3.466357295690786
sigmoid,0.0001,5,1,0.015655435645978953,17.73701988164239
sigmoid,0.0001,5,10,0.01566667149503193,17.733904083953213
sigmoid,0.0001,6,0,0.4185346474298465,3.466357295690786
sigmoid,0.0001,6,1,0.015655435645978953,17.73701988164239
sigmoid,0.0001,6,10,0.01566667149503193,17.733904083953213
sigmoid,1e-05,2,0,0.41919056202709876,3.459556494063205
sigmoid,1e-05,2,1,0.015667232048789937,17.733748696097628
sigmoid,1e-05,2,10,0.01566667149503193,17.733904083953213
sigmoid,1e-05,3,0,0.41919056202709876,3.459556494063205
sigmoid,1e-05,3,1,0.015667232048789937,17.733748696097628
sigmoid,1e-05,3,10,0.01566667149503193,17.733904083953213
sigmoid,1e-05,4,0,0.41919056202709876,3.459556494063205
sigmoid,1e-05,4,1,0.015667232048789937,17.733748696097628
sigmoid,1e-05,4,10,0.01566667149503193,17.733904083953213
sigmoid,1e-05,5,0,0.41919056202709876,3.459556494063205
sigmoid,1e-05,5,1,0.015667232048789937,17.733748696097628
sigmoid,1e-05,5,10,0.01566667149503193,17.733904083953213
sigmoid,1e-05,6,0,0.41919056202709876,3.459556494063205
sigmoid,1e-05,6,1,0.015667232048789937,17.733748696097628
sigmoid,1e-05,6,10,0.01566667149503193,17.733904083953213
sigmoid,1e-06,2,0,0.4191975162844672,3.459484446387933
sigmoid,1e-06,2,1,0.015667403921056734,17.733701053497192
sigmoid,1e-06,2,10,0.01566667149503193,17.733904083953213
sigmoid,1e-06,3,0,0.4191975162844672,3.459484446387933
sigmoid,1e-06,3,1,0.015667403921056734,17.733701053497192
sigmoid,1e-06,3,10,0.01566667149503193,17.733904083953213
sigmoid,1e-06,4,0,0.4191975162844672,3.459484446387933
sigmoid,1e-06,4,1,0.015667403921056734,17.733701053497192
sigmoid,1e-06,4,10,0.01566667149503193,17.733904083953213
sigmoid,1e-06,5,0,0.4191975162844672,3.459484446387933
sigmoid,1e-06,5,1,0.015667403921056734,17.733701053497192
sigmoid,1e-06,5,10,0.01566667149503193,17.733904083953213
sigmoid,1e-06,6,0,0.4191975162844672,3.459484446387933
sigmoid,1e-06,6,1,0.015667403921056734,17.733701053497192
sigmoid,1e-06,6,10,0.01566667149503193,17.733904083953213
