N,Noise,MSE,PSNR
153,gaussian,0.004255126566079084,23.394546630275663
149,gaussian,0.004263571299556306,23.385936153863625
118,localvar,0.0042650025514730135,23.38447850144405
126,localvar,0.004265624791752678,23.38384493603442
85,s&p,0.004271076060831547,23.378297805786133
84,s&p,0.0042750099673867226,23.374300003051758
123,localvar,0.004277854479629197,23.37141138427118
129,localvar,0.004291186655775935,23.35789739802046
8,salt,0.004292847588658333,23.356216430664062
7,salt,0.004308687523007393,23.340221405029297
135,localvar,0.004311537726529628,23.337349548702377
127,localvar,0.004313328135192378,23.335546472280736
83,s&p,0.004328279756009579,23.320518493652344
134,localvar,0.004356731926527364,23.29206307214256
124,localvar,0.004362944911641133,23.28587416019602
27,pepper,0.004380417056381702,23.268516540527344
6,speckle,0.004381629136148478,23.267315296365084
28,pepper,0.004386743530631065,23.262248992919922
158,gaussian,0.0043873823526889765,23.261616614002957
144,localvar,0.004396157907104674,23.252938618539307
6,speckle,0.004407905266551193,23.241348932478086
26,pepper,0.0044132741168141365,23.23606300354004
7,salt,0.004415524657815695,23.233848571777344
87,s&p,0.004416222684085369,23.23316192626953
6,gaussian,0.004420579364253831,23.228879534372176
8,salt,0.004422263242304325,23.227224349975586
80,s&p,0.004429045133292675,23.220569610595703
131,localvar,0.004442233430426228,23.207657693450678
24,pepper,0.004445736296474934,23.204233169555664
165,gaussian,0.004453378102252928,23.196775761407068
29,pepper,0.004459448624402285,23.190860748291016
139,localvar,0.004463293899568491,23.187116601953598
33,pepper,0.00447218120098114,23.178478240966797
25,pepper,0.004472545348107815,23.178123474121094
154,gaussian,0.004477384176946643,23.17342785323088
155,gaussian,0.0044796897621069785,23.17119207189957
78,s&p,0.00448157824575901,23.169363021850586
30,pepper,0.004482998512685299,23.167984008789062
136,localvar,0.004483301427145185,23.167692065599546
159,gaussian,0.004484889853502896,23.166153639873134
34,pepper,0.004488473758101463,23.16268539428711
32,pepper,0.004490859806537628,23.160377502441406
35,pepper,0.004495023749768734,23.156352996826172
6,localvar,0.004500367519989291,23.151191638192373
23,pepper,0.004500976298004389,23.150604248046875
22,pepper,0.004503936041146517,23.147750854492188
160,gaussian,0.004504031869990037,23.14765690588206
173,gaussian,0.004505979580223809,23.14577926160886
81,s&p,0.004511198494583368,23.1407527923584
21,pepper,0.004515601322054863,23.136516571044922
20,pepper,0.004516652785241604,23.13550567626953
167,gaussian,0.004517402141898245,23.134783920157084
86,s&p,0.004530052654445171,23.122638702392578
137,localvar,0.00453191710939985,23.120851876161403
26,pepper,0.004532339051365852,23.12044906616211
23,pepper,0.004535120911896229,23.117782592773438
140,localvar,0.004537995388939717,23.115030951958886
18,pepper,0.004540814086794853,23.112335205078125
24,pepper,0.004543013870716095,23.1102294921875
21,pepper,0.004545464646071196,23.10788917541504
20,pepper,0.004549464676529169,23.104068756103516
25,pepper,0.004551982041448355,23.101665496826172
6,localvar,0.004552284308140545,23.101377678178345
31,pepper,0.00456036813557148,23.093671798706055
27,pepper,0.004568958654999733,23.085498809814453
92,s&p,0.004569792188704014,23.084707260131836
89,s&p,0.004572945646941662,23.081710815429688
6,gaussian,0.004574834679377417,23.079917408548486
148,localvar,0.004575969425951549,23.078840313743797
28,pepper,0.004586885683238506,23.068492889404297
164,gaussian,0.004590477187982532,23.065093119174026
22,pepper,0.004590755328536034,23.064830780029297
19,pepper,0.004594104364514351,23.061660766601562
151,localvar,0.004594412390190381,23.061371709800362
19,pepper,0.0045988718047738075,23.057157516479492
157,gaussian,0.0046051377183276305,23.051245229957217
30,pepper,0.004620709456503391,23.036584854125977
150,localvar,0.004622760440528552,23.034657573309115
163,gaussian,0.004628922679478952,23.028872189755916
29,pepper,0.004629770293831825,23.028078079223633
138,localvar,0.00464098783934634,23.017567150075507
6,s&p,0.004642319865524769,23.016321182250977
31,pepper,0.004645964130759239,23.01291275024414
88,s&p,0.0046468377113342285,23.012096405029297
18,pepper,0.004659672733396292,23.0001163482666
168,gaussian,0.004668871511514091,22.991552232532033
93,s&p,0.004676583223044872,22.984386444091797
141,localvar,0.004681879799865595,22.979468858038622
172,gaussian,0.004685537511759709,22.976077263280125
6,salt,0.004695217590779066,22.967113494873047
6,s&p,0.004711052402853966,22.952491760253906
143,localvar,0.004718158280159274,22.94594639377637
145,localvar,0.0047204791626428,22.94381060567737
94,s&p,0.004724658094346523,22.93996810913086
33,pepper,0.004725245293229818,22.939430236816406
36,pepper,0.004728722386062145,22.936233520507812
180,gaussian,0.004729019561456382,22.93596034992055
95,s&p,0.004729130305349827,22.93585777282715
162,gaussian,0.004739170976429357,22.9266476830959
155,localvar,0.004752270550685771,22.914659880377457
17,pepper,0.004763474687933922,22.90443229675293
193,gaussian,0.004767692047819959,22.900589495337428
34,pepper,0.004769844003021717,22.89862823486328
162,localvar,0.004771056517605279,22.89752584246333
32,pepper,0.004771763458848,22.896883010864258
142,localvar,0.004774062993473278,22.89479000260064
158,localvar,0.004777198160591195,22.891938890467713
38,pepper,0.0047794608399271965,22.889883041381836
160,localvar,0.00477990361918876,22.889480057657515
171,gaussian,0.004781136934156986,22.88835963172661
186,gaussian,0.0047837305415599305,22.886004367706928
37,pepper,0.004786456935107708,22.883529663085938
90,s&p,0.004791180603206158,22.87924575805664
36,pepper,0.004806358367204666,22.865509033203125
152,localvar,0.004808400679666425,22.863664955903413
6,salt,0.004823806695640087,22.84977149963379
181,gaussian,0.004826668514047782,22.84719672092756
174,gaussian,0.004830891308393501,22.843398791775368
35,pepper,0.004835058934986591,22.83965301513672
39,pepper,0.0048438566736876965,22.83176040649414
41,pepper,0.004845346324145794,22.830425262451172
149,localvar,0.0048469060864196,22.829025405372583
99,s&p,0.004854107741266489,22.82257843017578
102,s&p,0.004875832702964544,22.80318260192871
115,s&p,0.004876842722296715,22.802284240722656
146,localvar,0.004877857658266187,22.801380225290792
5,gaussian,0.004878142441917234,22.801126678823074
175,gaussian,0.004899566807914074,22.782094616028765
178,gaussian,0.00490043715978114,22.781323210189704
14,pepper,0.004904028028249741,22.778141021728516
157,localvar,0.0049042866156430815,22.777913022277506
15,pepper,0.004905230365693569,22.77707862854004
16,pepper,0.0049093132838606834,22.77346420288086
173,localvar,0.0049138979961935395,22.769410084035954
165,localvar,0.004914266878367355,22.769084075071554
170,gaussian,0.004914329769143042,22.76902849619733
161,localvar,0.004924551763428462,22.76000438650604
153,localvar,0.004944702011525766,22.742270211425982
44,pepper,0.00494705094024539,22.74020767211914
5,speckle,0.004948028570744851,22.739349468047777
91,s&p,0.004951227456331253,22.736541748046875
147,localvar,0.004960889925592966,22.728075546319417
154,localvar,0.004962247468474799,22.7268872661157
97,s&p,0.004962400533258915,22.72675323486328
169,gaussian,0.004963051210750549,22.726183890132216
38,pepper,0.00496717169880867,22.722579956054688
37,pepper,0.004977083764970303,22.71392059326172
39,pepper,0.004987575113773346,22.704776763916016
5,speckle,0.0049901652098140355,22.702522213732173
5,s&p,0.004991400055587292,22.701446533203125
17,pepper,0.0049931928515434265,22.699888229370117
14,pepper,0.004994929768145084,22.698379516601562
96,s&p,0.004997484385967255,22.696155548095703
45,pepper,0.00499881524592638,22.69499969482422
13,pepper,0.00499891210347414,22.694915771484375
98,s&p,0.005004085600376129,22.690425872802734
12,pepper,0.005012019071727991,22.683544158935547
43,pepper,0.005013426765799522,22.682323455810547
166,gaussian,0.0050148071523254435,22.681129088576526
105,s&p,0.00501632085070014,22.67981719970703
179,gaussian,0.005023869910198653,22.673287603528394
40,pepper,0.005027242004871368,22.670373916625977
15,pepper,0.005028689280152321,22.669124603271484
11,pepper,0.00502878800034523,22.669038772583008
103,s&p,0.005032169166952372,22.666118621826172
16,pepper,0.005034645088016987,22.663982391357422
188,gaussian,0.00505480284678678,22.646629240518244
108,s&p,0.005073468666523695,22.63062286376953
45,pepper,0.005079674534499645,22.62531280517578
113,s&p,0.00508795166388154,22.618240356445312
10,pepper,0.005091893021017313,22.614879608154297
5,localvar,0.005092884634496136,22.6140330693541
9,pepper,0.005102036986500025,22.60623550415039
43,pepper,0.005102039314806461,22.60623550415039
40,pepper,0.0051033347845077515,22.605131149291992
104,s&p,0.005107961129397154,22.601194381713867
41,pepper,0.005113644525408745,22.59636688232422
159,localvar,0.005114175926209868,22.59591481903098
163,localvar,0.005116045903853397,22.594327129156014
110,s&p,0.005120411049574614,22.590621948242188
46,pepper,0.005130530335009098,22.582050323486328
189,gaussian,0.00513142382076486,22.581292595460226
187,gaussian,0.005133193445764755,22.57979514385507
191,gaussian,0.005136623075642069,22.576894470054413
8,pepper,0.005146127659827471,22.568864822387695
185,gaussian,0.005146490933344165,22.568559334491475
100,s&p,0.005147397518157959,22.567794799804688
7,pepper,0.005148645024746656,22.566741943359375
184,gaussian,0.005150158980747826,22.565465099322857
172,localvar,0.005156371129654487,22.560229773197122
174,localvar,0.005161827009115064,22.55563699734107
5,salt,0.005162193439900875,22.555328369140625
194,gaussian,0.005165644974921875,22.552425908392884
164,localvar,0.005166497414627577,22.55170929058561
13,pepper,0.005168113857507706,22.550352096557617
183,gaussian,0.005171102665152107,22.547839852790652
12,pepper,0.005172283388674259,22.54684829711914
11,pepper,0.005177177023142576,22.542741775512695
124,s&p,0.005195094272494316,22.52773666381836
177,gaussian,0.005202484484685145,22.521563517643813
118,s&p,0.005220809020102024,22.50629425048828
195,gaussian,0.0052234518251773315,22.504095518067544
5,salt,0.005229813978075981,22.498807907104492
44,pepper,0.005241211503744125,22.489355087280273
5,localvar,0.005243158603557314,22.487741503024704
111,s&p,0.005250153131783009,22.481952667236328
199,gaussian,0.00525353021050738,22.47915911440188
42,pepper,0.0052538663148880005,22.4788818359375
7,pepper,0.005262376740574837,22.471851348876953
171,localvar,0.005263832487910274,22.470650852803526
10,pepper,0.005267336033284664,22.467761993408203
182,gaussian,0.0052683792489713575,22.46690114968065
156,localvar,0.00527466679758011,22.461721151457844
169,localvar,0.0052806145110250845,22.456826806481228
49,pepper,0.005287778098136187,22.450939178466797
190,gaussian,0.005289716595377722,22.44934740787884
9,pepper,0.005293615162372589,22.446147918701172
192,gaussian,0.005296493011948818,22.44378741835468
175,localvar,0.00529768208973188,22.442812524288932
47,pepper,0.005310192704200745,22.432567596435547
176,gaussian,0.005325137415771917,22.42036326184614
8,pepper,0.005327808670699596,22.418184280395508
47,pepper,0.005333031993359327,22.413930892944336
167,localvar,0.005336810299497206,22.410853796689047
168,localvar,0.005343603372818095,22.40532930157723
109,s&p,0.005349346436560154,22.400663375854492
198,gaussian,0.005349361014115737,22.400652371970956
5,s&p,0.005352899432182312,22.397781372070312
170,localvar,0.005354846223881448,22.39620141826859
176,localvar,0.005357361061277448,22.39416228665928
179,localvar,0.005362049308952207,22.39036342057534
5,gaussian,0.005364679072617511,22.38823398869116
189,localvar,0.005381149688898988,22.374920723562973
182,localvar,0.005382759433961081,22.373621746778664
196,gaussian,0.0053880828422611686,22.369328810388723
178,localvar,0.005439702109259984,22.327920280847216
112,s&p,0.005459540523588657,22.312108993530273
185,localvar,0.005464097485819245,22.308487063996196
166,localvar,0.005481940508793447,22.294328272868974
121,s&p,0.005485829431563616,22.291248321533203
42,pepper,0.005490535404533148,22.28752326965332
177,localvar,0.0054921148653592836,22.286275337051073
191,localvar,0.005493412263101266,22.285249527954782
53,pepper,0.0055321017280220985,22.254770278930664
197,gaussian,0.005535268683251977,22.252284389747725
180,localvar,0.005546711661622319,22.243315552095346
106,s&p,0.005546994507312775,22.24309539794922
119,s&p,0.005560893099755049,22.23222541809082
186,localvar,0.005562239258425523,22.23117479452236
184,localvar,0.00556397424425898,22.229820344907353
193,localvar,0.005570627210193744,22.22463049280637
56,pepper,0.005577258765697479,22.219465255737305
188,localvar,0.005577907533827958,22.218958348613693
120,s&p,0.005581394769251347,22.216243743896484
195,localvar,0.005588543213234855,22.210685320094395
50,pepper,0.005598119460046291,22.203250885009766
117,s&p,0.00561782531440258,22.18798828125
198,localvar,0.00562574822124602,22.18186853919422
101,s&p,0.005648951977491379,22.163991928100586
114,s&p,0.005665146745741367,22.151561737060547
116,s&p,0.005667420104146004,22.149818420410156
181,localvar,0.00567258572042015,22.145860780762426
107,s&p,0.005687383469194174,22.13454818725586
59,pepper,0.005693775601685047,22.129669189453125
190,localvar,0.005694813363619054,22.12887649962838
196,localvar,0.005703107848466341,22.12255561081319
197,localvar,0.00570750836697157,22.11920588637588
52,pepper,0.005710996221750975,22.116554260253906
48,pepper,0.005716552957892418,22.112329483032227
55,pepper,0.005717627704143524,22.111513137817383
199,localvar,0.0057207214748341995,22.109163417034775
6,pepper,0.005758233368396759,22.080780029296875
51,pepper,0.005763380788266659,22.07689666748047
183,localvar,0.005769758834130335,22.07209484675908
187,localvar,0.005798023249972305,22.050871929223206
48,pepper,0.005800353828817606,22.04912567138672
141,s&p,0.005808299407362938,22.043182373046875
46,pepper,0.005809525027871132,22.042264938354492
126,s&p,0.005818451754748821,22.03559684753418
51,pepper,0.00582372909411788,22.031660079956055
194,localvar,0.005842224583040945,22.017888976304505
135,s&p,0.005858046468347311,22.006145477294922
128,s&p,0.005861515179276466,22.003572463989258
49,pepper,0.005865420214831829,22.00067901611328
54,pepper,0.005873370449990034,21.99479866027832
192,localvar,0.005877909704842985,21.99144235206647
125,s&p,0.005882559809833765,21.988008499145508
122,s&p,0.0058854068629443645,21.98590850830078
123,s&p,0.0058939531445503235,21.979602813720703
56,pepper,0.005903552286326885,21.972537994384766
6,pepper,0.005903635639697313,21.972475051879883
131,s&p,0.006019356660544872,21.88817024230957
130,s&p,0.006030005402863026,21.8804931640625
152,s&p,0.006031254306435585,21.879594802856445
60,pepper,0.006051923148334026,21.86473846435547
52,pepper,0.006088425870984793,21.838623046875
132,s&p,0.006092045456171036,21.836040496826172
136,s&p,0.006093893200159073,21.83472442626953
57,pepper,0.0061026508919894695,21.828487396240234
58,pepper,0.006137949414551258,21.803438186645508
129,s&p,0.006142611615359783,21.800140380859375
142,s&p,0.006155939772725105,21.790729522705078
139,s&p,0.0061808256432414055,21.77320671081543
5,pepper,0.006215402856469154,21.748979568481445
137,s&p,0.006221855990588665,21.744470596313477
134,s&p,0.006233514286577702,21.736339569091797
60,pepper,0.006243160925805569,21.729625701904297
5,pepper,0.006262054201215506,21.716503143310547
54,pepper,0.0062648700550198555,21.71455192565918
127,s&p,0.0062834699638187885,21.701677322387695
140,s&p,0.0063894279301166534,21.629051208496094
63,pepper,0.00639913696795702,21.62245750427246
61,pepper,0.006415259558707476,21.611528396606445
148,s&p,0.006441114470362663,21.59406280517578
62,pepper,0.006443418562412262,21.592506408691406
50,pepper,0.006497110705822706,21.556468963623047
133,s&p,0.006539265625178814,21.52838134765625
63,pepper,0.006557815708220005,21.51607894897461
58,pepper,0.006572673097252846,21.506250381469727
64,pepper,0.006586011964827776,21.49744415283203
138,s&p,0.006600239314138889,21.488075256347656
144,s&p,0.0066072773188352585,21.483444213867188
62,pepper,0.0066238692961633205,21.472553253173828
55,pepper,0.006634277291595936,21.465736389160156
143,s&p,0.006647537928074598,21.457063674926758
149,s&p,0.006652603857219219,21.453754425048828
68,pepper,0.006658442784100771,21.4499454498291
145,s&p,0.0067065125331282616,21.418704986572266
146,s&p,0.00672175083309412,21.408845901489258
151,s&p,0.006767559796571732,21.379352569580078
59,pepper,0.006779138930141926,21.371925354003906
68,pepper,0.006808062084019184,21.353435516357422
61,pepper,0.006837977562099695,21.334396362304688
162,s&p,0.006907407660037279,21.2905216217041
159,s&p,0.006914515048265457,21.286052703857422
64,pepper,0.006938363425433636,21.271099090576172
154,s&p,0.006945246830582619,21.266794204711914
65,pepper,0.006957515608519316,21.25912857055664
57,pepper,0.006971460767090321,21.25043487548828
150,s&p,0.007019825745373964,21.220407485961914
4,salt,0.007041024509817362,21.207313537597656
75,pepper,0.007042531855404377,21.206382751464844
168,s&p,0.007043835241347551,21.20557975769043
4,salt,0.007052132394164801,21.20046615600586
160,s&p,0.007123306393623352,21.1568546295166
147,s&p,0.0071340096183121204,21.150333404541016
67,pepper,0.007139872759580612,21.146766662597656
70,pepper,0.007170595228672028,21.12812042236328
156,s&p,0.0071828318759799,21.120716094970703
73,pepper,0.0072404793463647366,21.08599853515625
164,s&p,0.0072433603927493095,21.084270477294922
53,pepper,0.007245871238410473,21.082765579223633
66,pepper,0.0072591258212924,21.0748291015625
72,pepper,0.007279190234839916,21.062841415405273
73,pepper,0.007289821282029152,21.056501388549805
66,pepper,0.0073107387870550156,21.04405975341797
161,s&p,0.007323301397264004,21.036602020263672
74,pepper,0.007325967773795128,21.035022735595703
4,s&p,0.007331320084631443,21.031848907470703
71,pepper,0.007370441220700741,21.008737564086914
167,s&p,0.007371946703642607,21.007850646972656
65,pepper,0.0074023096822202206,20.989999771118164
70,pepper,0.007408378645777702,20.986440658569336
76,pepper,0.007413813844323158,20.98325538635254
157,s&p,0.007424400188028812,20.97705841064453
69,pepper,0.0074320826679468155,20.972566604614258
4,speckle,0.00744582356910108,20.964544041845983
4,speckle,0.00744873951224656,20.962843585072747
67,pepper,0.007451890967786312,20.96100616455078
153,s&p,0.007460014894604683,20.956275939941406
4,s&p,0.007461691275238991,20.955297470092773
4,localvar,0.007476725338479822,20.946557185593925
155,s&p,0.007482740096747875,20.943065643310547
4,localvar,0.007498402571372414,20.93398392510435
77,pepper,0.007513059303164482,20.92550277709961
4,gaussian,0.00754021162625649,20.909836103541593
163,s&p,0.007541893981397152,20.90886878967285
4,gaussian,0.007544362130151885,20.907446190490706
173,s&p,0.007577979937195778,20.888137817382812
76,pepper,0.007619102485477924,20.864635467529297
179,s&p,0.007718946784734726,20.808090209960938
158,s&p,0.007722210139036179,20.806255340576172
78,pepper,0.007765079848468304,20.78221321105957
82,pepper,0.0077749211341142654,20.776710510253906
165,s&p,0.00782860815525055,20.746826171875
169,s&p,0.007849674671888351,20.735153198242188
187,s&p,0.007871955633163452,20.72284507751465
71,pepper,0.007915133610367775,20.69908905029297
166,s&p,0.007969362661242485,20.669437408447266
80,pepper,0.00800406839698553,20.650562286376953
176,s&p,0.008039803244173527,20.63121795654297
72,pepper,0.008056167513132095,20.622386932373047
83,pepper,0.008077510632574558,20.61089515686035
170,s&p,0.008126080967485905,20.58485984802246
177,s&p,0.008128853514790535,20.5833797454834
69,pepper,0.008130084723234177,20.582721710205078
81,pepper,0.008142088539898396,20.576313018798828
178,s&p,0.008160464465618134,20.5665225982666
84,pepper,0.008163943886756897,20.56467056274414
180,s&p,0.008195292204618454,20.54802703857422
82,pepper,0.008229564875364304,20.5299015045166
83,pepper,0.008233160711824894,20.52800750732422
2,salt,0.008240586146712303,20.524089813232422
186,s&p,0.008244478143751621,20.52203941345215
3,salt,0.008247201330959797,20.520606994628906
181,s&p,0.008260971866548061,20.51336097717285
184,s&p,0.008261479437351227,20.513093948364258
175,s&p,0.008282581344246864,20.50201416015625
199,s&p,0.0082973912358284,20.49425506591797
86,pepper,0.008299718610942364,20.493038177490234
75,pepper,0.008312687277793884,20.486257553100586
87,pepper,0.008313346654176712,20.485912322998047
195,s&p,0.008340995758771896,20.471492767333984
2,salt,0.008342021144926548,20.470958709716797
3,salt,0.008345048874616623,20.46938133239746
79,pepper,0.008407074958086014,20.43722152709961
171,s&p,0.008436676114797592,20.421958923339844
183,s&p,0.008438758552074432,20.42088508605957
193,s&p,0.00846690684556961,20.406421661376953
197,s&p,0.008496509864926338,20.391265869140625
182,s&p,0.008502263575792313,20.38832664489746
84,pepper,0.008556175976991653,20.36087417602539
188,s&p,0.00856397207826376,20.35692024230957
190,s&p,0.008586347103118896,20.34558868408203
198,s&p,0.008604166097939014,20.33658218383789
92,pepper,0.008618636056780815,20.329286575317383
196,s&p,0.008622141554951668,20.3275203704834
172,s&p,0.008645188063383102,20.31592559814453
192,s&p,0.008658126927912235,20.309431076049805
85,pepper,0.008668379858136177,20.304290771484375
174,s&p,0.008673497475683689,20.301727294921875
90,pepper,0.008675647899508476,20.3006534576416
74,pepper,0.008678763173520565,20.29909324645996
88,pepper,0.008680695667862892,20.298126220703125
93,pepper,0.008772348053753376,20.252513885498047
85,pepper,0.008776366710662842,20.25052261352539
95,pepper,0.00881191622465849,20.232967376708984
189,s&p,0.008821933530271053,20.2280330657959
2,s&p,0.008850924670696259,20.21378517150879
3,s&p,0.008870206773281097,20.204334259033203
3,s&p,0.008874509483575821,20.202226638793945
2,s&p,0.008875170722603798,20.201904296875
81,pepper,0.008889343589544296,20.19497299194336
3,localvar,0.00895985914163791,20.160659633060504
3,speckle,0.008961576141910937,20.159827463388282
3,gaussian,0.008967130515247806,20.157136545617206
2,localvar,0.008967174973300084,20.157115013825194
88,pepper,0.008974069729447365,20.153778076171875
3,localvar,0.008976378545962144,20.15265986377127
2,gaussian,0.008979631757746206,20.15108618240459
2,speckle,0.008982255616021558,20.149817354519556
3,speckle,0.008988216864837377,20.146936030654885
185,s&p,0.008989031426608562,20.146541595458984
2,localvar,0.008993481236427132,20.144393125547072
2,speckle,0.009010325108159668,20.136266840980753
3,gaussian,0.009021936099948858,20.130673986815463
2,gaussian,0.009027585669221204,20.127955270085334
80,pepper,0.009036727249622345,20.123559951782227
194,s&p,0.009050787426531315,20.11680793762207
4,pepper,0.0090826116502285,20.101564407348633
191,s&p,0.009093443863093853,20.09638786315918
89,pepper,0.009155524894595146,20.066837310791016
4,pepper,0.009238280355930328,20.027759552001953
87,pepper,0.00924601312726736,20.024126052856445
78,pepper,0.009370648302137852,19.965974807739258
77,pepper,0.009477916173636913,19.916542053222656
86,pepper,0.009612943977117538,19.855106353759766
95,pepper,0.00962615292519331,19.849143981933594
99,pepper,0.009785260073840618,19.7779483795166
91,pepper,0.009840221144258976,19.753623962402344
94,pepper,0.00986464787274599,19.742855072021484
92,pepper,0.00989142619073391,19.731081008911133
79,pepper,0.009910078719258308,19.722900390625
1,salt,0.0099132489413023,19.721511840820312
90,pepper,0.009970552287995815,19.69647979736328
1,salt,0.010033804923295975,19.669015884399414
97,pepper,0.01020632404834032,19.59497833251953
98,pepper,0.010439054109156132,19.497058868408203
99,pepper,0.010514959692955017,19.465595245361328
89,pepper,0.010543708689510822,19.453737258911133
96,pepper,0.010608244687318802,19.427236557006836
2,pepper,0.010748662054538727,19.370126724243164
2,pepper,0.01075122319161892,19.369091033935547
3,pepper,0.010752186179161072,19.368703842163086
3,pepper,0.010753534734249115,19.368160247802734
1,s&p,0.010824158787727356,19.33972930908203
103,pepper,0.010824277997016907,19.33968162536621
91,pepper,0.010840341448783875,19.333242416381836
107,pepper,0.010841693729162216,19.332698822021484
1,localvar,0.01084281859845892,19.33224953418046
1,localvar,0.010845916089412483,19.331009053112858
98,pepper,0.01085706427693367,19.326547622680664
1,gaussian,0.010860905908756768,19.32501094167922
1,s&p,0.010879452340304852,19.31760025024414
1,speckle,0.010883315506661521,19.31605925932512
1,speckle,0.010892228493650118,19.312504022052938
1,gaussian,0.010907087754131232,19.306583381461987
106,pepper,0.010924090631306171,19.29981803894043
96,pepper,0.010924634523689747,19.299602508544922
100,pepper,0.010933279059827328,19.296167373657227
94,pepper,0.010980838909745216,19.27731704711914
93,pepper,0.011028941720724106,19.258333206176758
97,pepper,0.011039745062589645,19.25408172607422
101,pepper,0.011147232726216316,19.211999893188477
105,pepper,0.011161149479448795,19.20658302307129
108,pepper,0.011301805265247822,19.152193069458008
109,pepper,0.011481070891022682,19.083847045898438
115,pepper,0.01155097410082817,19.057485580444336
102,pepper,0.011658547446131706,19.017227172851562
127,pepper,0.011942163109779358,18.912841796875
126,pepper,0.012011060491204262,18.887859344482422
0,salt,0.012029518373310566,18.881189346313477
0,salt,0.012055388651788235,18.871858596801758
104,pepper,0.01216036081314087,18.83420753479004
112,pepper,0.012254533357918262,18.800703048706055
114,pepper,0.01233704388141632,18.771560668945312
121,pepper,0.012380240485072136,18.75638198852539
110,pepper,0.012394040822982788,18.751543045043945
117,pepper,0.012404792942106724,18.74777603149414
111,pepper,0.012465637177228928,18.726526260375977
116,pepper,0.012561465613543987,18.693267822265625
131,pepper,0.012566866353154182,18.691402435302734
118,pepper,0.012711672112345695,18.641645431518555
119,pepper,0.012991268187761307,18.547155380249023
1,pepper,0.013039404526352882,18.53109359741211
122,pepper,0.013071932829916477,18.520275115966797
130,pepper,0.013074763119220734,18.519332885742188
1,pepper,0.013077983632683754,18.51826286315918
128,pepper,0.013129136525094509,18.501310348510742
135,pepper,0.01321015041321516,18.474594116210938
123,pepper,0.013325131498277187,18.43695640563965
138,pepper,0.013393258675932884,18.41480827331543
120,pepper,0.013425891287624836,18.404239654541016
113,pepper,0.013445134274661541,18.398019790649414
136,pepper,0.013470354489982128,18.389881134033203
125,pepper,0.013493619859218597,18.382387161254883
132,pepper,0.013495294377207756,18.381847381591797
142,pepper,0.013615235686302185,18.343420028686523
129,pepper,0.013645749539136887,18.333698272705078
124,pepper,0.013688227161765099,18.320199966430664
139,pepper,0.013902733102440834,18.252670288085938
140,pepper,0.01401823665946722,18.216737747192383
134,pepper,0.014112073928117752,18.187763214111328
133,pepper,0.01415235921740532,18.175382614135742
141,pepper,0.01432806346565485,18.121797561645508
137,pepper,0.01439252682030201,18.1023006439209
147,pepper,0.014580288901925087,18.046009063720703
143,pepper,0.014712045900523663,18.006940841674805
160,pepper,0.014729833230376244,18.001693725585938
144,pepper,0.014774220995604992,17.98862648010254
148,pepper,0.0148829510435462,17.9567813873291
151,pepper,0.014892002567648888,17.954139709472656
145,pepper,0.01496938057243824,17.93163299560547
156,pepper,0.014991733245551586,17.925151824951172
152,pepper,0.015015894547104836,17.91815948486328
159,pepper,0.015166886150836945,17.874706268310547
150,pepper,0.015206590294837952,17.863353729248047
157,pepper,0.015323310159146786,17.83014488220215
166,pepper,0.01536367367953062,17.8187198638916
154,pepper,0.015477221459150314,17.786741256713867
165,pepper,0.015536809340119362,17.77005386352539
0,localvar,0.015632666899335332,17.74334071414309
0,gaussian,0.01565075751226165,17.738317827811624
0,localvar,0.015651565513867982,17.738093620401344
0,gaussian,0.015656443345352815,17.736740346659673
0,speckle,0.015658534003614194,17.736160457146934
0,speckle,0.015667677742654026,17.73362515185442
149,pepper,0.01568831130862236,17.727909088134766
171,pepper,0.015695465728640556,17.725929260253906
163,pepper,0.015739083290100098,17.713878631591797
162,pepper,0.015772182494401932,17.704753875732422
155,pepper,0.015773028135299683,17.70452117919922
146,pepper,0.01577937789261341,17.70277214050293
153,pepper,0.01583128236234188,17.68851089477539
172,pepper,0.01583975926041603,17.686185836791992
158,pepper,0.01588764786720276,17.67307472229004
168,pepper,0.015890929847955704,17.672178268432617
164,pepper,0.015915539115667343,17.66545867919922
0,s&p,0.015947135165333748,17.656845092773438
0,s&p,0.015977617353200912,17.64855194091797
161,pepper,0.016044631600379944,17.630374908447266
177,pepper,0.016177410259842873,17.594581604003906
175,pepper,0.0164237841963768,17.52893829345703
169,pepper,0.016500448808073997,17.50871467590332
186,pepper,0.016566306352615356,17.49141502380371
179,pepper,0.016617218032479286,17.47808837890625
173,pepper,0.01681281253695488,17.427268981933594
170,pepper,0.016829144209623337,17.423051834106445
167,pepper,0.016841283068060875,17.419919967651367
174,pepper,0.01692369021475315,17.39872169494629
176,pepper,0.016928264871239662,17.397546768188477
189,pepper,0.016983497887849808,17.383399963378906
180,pepper,0.01708316057920456,17.357990264892578
181,pepper,0.017152544111013412,17.34038543701172
192,pepper,0.017225472256541252,17.32196044921875
198,pepper,0.0173540897667408,17.289653778076172
188,pepper,0.01737617328763008,17.284130096435547
182,pepper,0.017389461398124695,17.28080940246582
184,pepper,0.017443295568227768,17.267385482788086
178,pepper,0.017457880079746246,17.263755798339844
193,pepper,0.017572518438100815,17.235332489013672
197,pepper,0.017578408122062683,17.233875274658203
183,pepper,0.017671750858426094,17.21087646484375
190,pepper,0.017812330275774002,17.176464080810547
