Kernel,Gamma,Degree,Coef0,MSE,PSNR
sigmoid,0.001,5,0,0.41959249834302637,3.4553943037259867
sigmoid,0.001,5,1,0.01562020493600285,17.74680417966033
sigmoid,0.001,5,10,0.015643074400591706,17.74045034586083
sigmoid,0.001,6,0,0.41959249834302637,3.4553943037259867
sigmoid,0.001,6,1,0.01562020493600285,17.74680417966033
sigmoid,0.001,6,10,0.015643074400591706,17.74045034586083
sigmoid,0.0001,2,0,0.4185352596012418,3.4663509434696222
sigmoid,0.0001,2,1,0.01563180674320661,17.74357968254195
sigmoid,0.0001,2,10,0.015643074400591706,17.74045034586083
sigmoid,0.0001,3,0,0.4185352596012418,3.4663509434696222
sigmoid,0.0001,3,1,0.01563180674320661,17.74357968254195
sigmoid,0.0001,3,10,0.015643074400591706,17.74045034586083
sigmoid,0.0001,4,0,0.4185352596012418,3.4663509434696222
sigmoid,0.0001,4,1,0.01563180674320661,17.74357968254195
sigmoid,0.0001,4,10,0.015643074400591706,17.74045034586083
sigmoid,0.0001,5,0,0.4185352596012418,3.4663509434696222
sigmoid,0.0001,5,1,0.01563180674320661,17.74357968254195
sigmoid,0.0001,5,10,0.015643074400591706,17.74045034586083
sigmoid,0.0001,6,0,0.4185352596012418,3.4663509434696222
sigmoid,0.0001,6,1,0.01563180674320661,17.74357968254195
sigmoid,0.0001,6,10,0.015643074400591706,17.74045034586083
sigmoid,1e-05,2,0,0.41919056821841727,3.4595564299192167
sigmoid,1e-05,2,1,0.015643634723148267,17.740294787797204
sigmoid,1e-05,2,10,0.015643074400591706,17.74045034586083
sigmoid,1e-05,3,0,0.41919056821841727,3.4595564299192167
sigmoid,1e-05,3,1,0.015643634723148267,17.740294787797204
sigmoid,1e-05,3,10,0.015643074400591706,17.74045034586083
sigmoid,1e-05,4,0,0.41919056821841727,3.4595564299192167
sigmoid,1e-05,4,1,0.015643634723148267,17.740294787797204
sigmoid,1e-05,4,10,0.015643074400591706,17.74045034586083
sigmoid,1e-05,5,0,0.41919056821841727,3.4595564299192167
sigmoid,1e-05,5,1,0.015643634723148267,17.740294787797204
sigmoid,1e-05,5,10,0.015643074400591706,17.74045034586083
sigmoid,1e-05,6,0,0.41919056821841727,3.4595564299192167
sigmoid,1e-05,6,1,0.015643634723148267,17.740294787797204
sigmoid,1e-05,6,10,0.015643074400591706,17.74045034586083
sigmoid,1e-06,2,0,0.41919751634638514,3.459484445746454
sigmoid,1e-06,2,1,0.01564380696108938,17.740246971815214
sigmoid,1e-06,2,10,0.015643074400591706,17.74045034586083
sigmoid,1e-06,3,0,0.41919751634638514,3.459484445746454
sigmoid,1e-06,3,1,0.01564380696108938,17.740246971815214
sigmoid,1e-06,3,10,0.015643074400591706,17.74045034586083
sigmoid,1e-06,4,0,0.41919751634638514,3.459484445746454
sigmoid,1e-06,4,1,0.01564380696108938,17.740246971815214
sigmoid,1e-06,4,10,0.015643074400591706,17.74045034586083
sigmoid,1e-06,5,0,0.41919751634638514,3.459484445746454
sigmoid,1e-06,5,1,0.01564380696108938,17.740246971815214
sigmoid,1e-06,5,10,0.015643074400591706,17.74045034586083
sigmoid,1e-06,6,0,0.41919751634638514,3.459484445746454
sigmoid,1e-06,6,1,0.01564380696108938,17.740246971815214
sigmoid,1e-06,6,10,0.015643074400591706,17.74045034586083
